,miRNA,Target
476,hsa-miR-142-5p/hsa-miR-5590-3p,DMD
477,hsa-miR-802,BTBD7
478,hsa-miR-421,APPBP2
479,hsa-miR-103a-3p/hsa-miR-107,SCN1A
480,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,HIPK3
481,hsa-miR-582-5p,AQP2
482,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,NAV1
483,hsa-miR-495-3p/hsa-miR-5688,NIPAL3
484,hsa-miR-138-5p,BTG1
485,hsa-miR-299-5p,IL1RAP
486,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,CLYBL
487,hsa-miR-137,MITF
488,hsa-miR-203a-3p.1,AP5M1
489,hsa-miR-190a-5p/hsa-miR-190b,AGFG1
490,hsa-miR-21-5p/hsa-miR-590-5p,RALGPS2
491,hsa-miR-155-5p,WWC1
492,hsa-miR-501-3p/hsa-miR-502-3p,ARPP21
493,hsa-miR-455-3p.1,AGO4
494,hsa-miR-10a-5p/hsa-miR-10b-5p,KPNA5
495,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,TET2
496,hsa-miR-410-3p,HOXA11
497,hsa-miR-543,FKBP4
498,hsa-miR-302c-3p.2/hsa-miR-520f-3p,NOVA1
499,hsa-miR-122-5p,NPEPPS
500,hsa-miR-142-3p.1,ZFP36L2
501,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,ARID3B
502,hsa-miR-140-3p.2,ADAM10
503,hsa-miR-374a-5p/hsa-miR-374b-5p,RALA
504,hsa-miR-132-3p/hsa-miR-212-3p,MAPK1
505,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,SMARCA5
506,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,GNA12
507,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,MTF1
508,hsa-miR-325-3p,USP28
509,hsa-miR-489-3p,NOVA2
510,hsa-miR-365a-3p/hsa-miR-365b-3p,AGO3
511,hsa-miR-223-3p,HLF
512,hsa-miR-653-5p,RB1CC1
513,hsa-miR-139-5p,HNRNPU
514,hsa-miR-505-3p.1,CBX5
515,hsa-miR-218-5p,GLCE
516,hsa-miR-202-5p,PPP5C
517,hsa-miR-483-3p.2,CREBL2
518,hsa-miR-24-3p,AGO3
519,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,RORA
520,hsa-miR-1298-5p,APPBP2
521,hsa-miR-204-5p/hsa-miR-211-5p,RAB22A
522,hsa-miR-433-3p,CDC27
523,hsa-miR-376a-3p/hsa-miR-376b-3p,PPP1R3F
524,hsa-miR-216b-5p,MSH6
525,hsa-miR-22-3p,FZD8
526,hsa-miR-383-5p.1,HIPK2
527,hsa-miR-203a-3p.2,MAP3K2
528,hsa-miR-455-3p.2,NKD1
529,hsa-miR-19a-3p/hsa-miR-19b-3p,ATXN1
530,hsa-miR-455-5p,LRRC40
531,hsa-miR-496.1,RANBP9
532,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,GOLGA3
533,hsa-miR-369-3p,HOXA11
534,hsa-miR-188-5p/hsa-miR-6866-3p,NTN1
535,hsa-miR-221-3p/hsa-miR-222-3p,ZFAND5
536,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,MYO5A
537,hsa-miR-361-5p,PANX2
538,hsa-miR-377-3p,REEP1
539,hsa-miR-224-5p,OTC
540,hsa-miR-7-5p,POLE4
541,hsa-miR-126-3p.1,IRS1
542,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,SESN3
543,hsa-miR-6835-3p,AKAP11
544,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,CCND2
545,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,FOSL2
546,hsa-miR-496.2,CBX5
547,hsa-miR-196a-5p/hsa-miR-196b-5p,IGF2BP1
548,hsa-miR-3529-5p/hsa-miR-379-5p,EHD4
549,hsa-miR-374c-5p/hsa-miR-655-3p,SNAI2
550,hsa-miR-219a-2-3p,IMPG2
551,hsa-miR-194-5p,CADM1
552,hsa-miR-199a-5p/hsa-miR-199b-5p,Mar-07
553,hsa-miR-28-3p,MGA
554,hsa-miR-140-5p,CELF2
555,hsa-miR-342-3p,CA12
556,hsa-miR-192-5p/hsa-miR-215-5p,GABPB2
557,hsa-miR-409-3p,MTMR7
558,hsa-miR-382-3p,TNS1
559,hsa-miR-483-3p.1,AHR
560,hsa-miR-324-5p,CNOT2
561,hsa-miR-411-5p.1,CTDP1
562,hsa-miR-1224-5p,CBX5
563,hsa-miR-150-5p,CMTM6
564,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,CTDP1
565,hsa-miR-136-5p,TLL1
566,hsa-miR-151a-3p,AGO2
567,hsa-miR-873-5p.1,CLDN11
568,hsa-miR-486-5p,GOLGA3
569,hsa-miR-1306-5p,ARL10
570,hsa-miR-491-5p,APPBP2
571,hsa-miR-33a-5p/hsa-miR-33b-5p,CDK6
572,hsa-miR-544a,CDC27
573,hsa-miR-425-5p,PLN
574,hsa-miR-1249-3p,HOXB8
575,hsa-miR-330-3p,OTC
576,hsa-miR-379-3p/hsa-miR-411-3p,NME3
577,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,NNAT
578,hsa-miR-532-3p,GPRC5A
579,hsa-miR-668-3p,CDK13
580,hsa-miR-371a-5p,HOXC8
581,hsa-miR-448,XYLT2
582,hsa-miR-338-3p,PANK1
583,hsa-miR-873-5p.2,APPBP2
584,hsa-miR-205-5p,FRK
585,hsa-miR-326/hsa-miR-330-5p,CTNS
586,hsa-miR-216a-5p,HLF
587,hsa-miR-154-3p/hsa-miR-487a-3p,SIRT1
588,hsa-miR-149-5p,BAIAP2L1
589,hsa-miR-1193/hsa-miR-370-5p,CDC6
590,hsa-miR-214-5p,HECW2
591,hsa-miR-542-3p,SLC2A3
592,hsa-miR-494-3p,RB1CC1
593,hsa-miR-504-5p.1,EPHA8
594,hsa-miR-191-5p,CDK6
595,hsa-miR-431-5p,CCSER2
596,hsa-miR-384,VAMP3
597,hsa-miR-375,ATXN7
598,hsa-miR-376c-3p,TGFBR3
599,hsa-miR-383-5p.2,PURB
600,hsa-miR-217/hsa-miR-6807-3p,SH3PXD2A
601,hsa-miR-1251-5p,CBX5
602,hsa-miR-3064-5p/hsa-miR-6504-5p,AAK1
603,hsa-miR-409-5p,CELSR3
604,hsa-miR-362-5p,SLC17A7
605,hsa-miR-193a-3p/hsa-miR-193b-3p,IGFBP5
606,hsa-miR-411-5p.2,MTHFD1
607,hsa-miR-488-3p,VASH1
608,hsa-miR-296-3p,JOSD1
609,hsa-miR-335-5p,MKRN2
610,hsa-miR-877-5p,CDKN1B
611,hsa-miR-299-3p,NTN1
612,hsa-miR-154-5p,SOS2
613,hsa-miR-296-5p,NGFR
614,hsa-miR-346,GTPBP1
615,hsa-miR-382-5p,GPKOW
616,hsa-miR-153-3p,KCNQ4
617,hsa-miR-670-3p,AQR
618,hsa-miR-212-5p,MGA
619,hsa-miR-186-5p,CTNS
620,hsa-miR-532-5p,MYH9
621,hsa-miR-875-5p,USP31
622,hsa-miR-505-3p.2,CDC27
623,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,BOD1L1
624,hsa-miR-760,VASH1
625,hsa-miR-3184-5p/hsa-miR-423-5p,NNAT
626,hsa-miR-1197,EIF5
627,hsa-miR-485-3p/hsa-miR-539-3p,SNAI2
628,hsa-miR-339-5p,NNAT
629,hsa-miR-665,NNAT
630,hsa-miR-451a,YWHAZ
631,hsa-miR-187-3p,CRMP1
632,hsa-miR-328-3p,MICALL1
633,hsa-miR-493-3p,DLG3
634,hsa-miR-412-5p,PCDH10
635,hsa-miR-134-5p/hsa-miR-3118,RBM22
636,hsa-miR-147b,KMT2D
637,hsa-miR-503-5p,PRR11
638,hsa-miR-485-5p/hsa-miR-6884-5p,SENP1
639,hsa-miR-874-3p,PSD
640,hsa-miR-329-3p/hsa-miR-362-3p,MAPK1
641,hsa-miR-652-3p,GGCX
642,hsa-miR-133a-3p.1,DLGAP3
643,hsa-miR-450a-5p,SMTNL2
644,hsa-miR-487b-3p,LRP6
645,hsa-miR-331-3p,OTUD5
646,hsa-miR-184,EPB41L5
647,hsa-miR-615-3p,MAPT
648,hsa-miR-210-3p,SCARA3
649,hsa-miR-126-3p.2,TEAD1
650,hsa-miR-127-3p,WNT7A
651,hsa-miR-758-3p,CDK13
652,hsa-miR-423-3p,ZBTB7A
653,hsa-miR-744-5p,TGFB1
654,hsa-miR-490-3p,STAG2
655,hsa-miR-151a-5p/hsa-miR-151b,ASB6
656,hsa-miR-551a/hsa-miR-551b-3p,ERBB4
657,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,CBX5
658,hsa-miR-193a-5p,PPP5C
659,hsa-miR-182-5p,ADCY6
660,hsa-miR-101-3p.2,PPTC7
661,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,MYBL1
662,hsa-miR-9-5p,POU2F1
663,hsa-miR-1271-5p/hsa-miR-96-5p,NLGN2
664,hsa-miR-493-5p,REEP1
665,hsa-miR-499a-5p,PTPN4
666,hsa-miR-208a-3p/hsa-miR-208b-3p,SOX6
667,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,ZBTB20
668,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,PLEKHA3
669,hsa-miR-340-5p,PDK4
670,hsa-miR-142-3p.2,ANK3
671,hsa-miR-144-3p,KCNJ6
672,hsa-miR-27a-3p/hsa-miR-27b-3p,SERBP1
673,hsa-miR-145-5p/hsa-miR-5195-3p,MKL2
674,hsa-miR-101-3p.1,NDFIP1
675,hsa-miR-141-3p/hsa-miR-200a-3p,YY1
676,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,MTDH
677,hsa-miR-124-3p.1,NFATC1
678,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,DDX3X
679,hsa-miR-300/hsa-miR-381-3p,PPP1R3F
680,hsa-miR-133a-3p.2/hsa-miR-133b,LDLRAP1
681,hsa-miR-129-5p,PTAR1
682,hsa-miR-140-3p.1,CBL
683,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,TGDS
684,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,GDF11
685,hsa-miR-183-5p.2,SMPD3
686,hsa-miR-323a-3p,CDC27
687,hsa-miR-31-5p,MMP16
688,hsa-miR-129-1-3p/hsa-miR-129-2-3p,SCN3B
689,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,CCND2
690,hsa-miR-3167/hsa-miR-876-5p,KRT20
691,hsa-miR-183-5p.1,ACVR2B
692,hsa-miR-135a-5p/hsa-miR-135b-5p,KCNN3
693,hsa-miR-124-3p.2/hsa-miR-506-3p,SLC50A1
694,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,FAM76A
695,hsa-miR-142-5p/hsa-miR-5590-3p,TCF21
696,hsa-miR-802,ERC1
697,hsa-miR-421,TRAM2
698,hsa-miR-103a-3p/hsa-miR-107,NPAS3
699,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,AGO3
700,hsa-miR-582-5p,RASD2
701,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,TET2
702,hsa-miR-495-3p/hsa-miR-5688,BCAP29
703,hsa-miR-138-5p,PTP4A1
704,hsa-miR-299-5p,KDM4B
705,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,GXYLT1
706,hsa-miR-137,ESRRG
707,hsa-miR-203a-3p.1,HOOK3
708,hsa-miR-190a-5p/hsa-miR-190b,ATG7
709,hsa-miR-21-5p/hsa-miR-590-5p,YOD1
710,hsa-miR-155-5p,WEE1
711,hsa-miR-501-3p/hsa-miR-502-3p,ACTN1
712,hsa-miR-455-3p.1,ZBTB18
713,hsa-miR-10a-5p/hsa-miR-10b-5p,FIGN
714,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,CAMSAP1
715,hsa-miR-410-3p,COX15
716,hsa-miR-543,CYP26B1
717,hsa-miR-302c-3p.2/hsa-miR-520f-3p,LCOR
718,hsa-miR-122-5p,HNRNPU
719,hsa-miR-142-3p.1,KLF13
720,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,ZNF704
721,hsa-miR-140-3p.2,MAPK1
722,hsa-miR-374a-5p/hsa-miR-374b-5p,HOXA11
723,hsa-miR-132-3p/hsa-miR-212-3p,NACC2
724,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,MTMR3
725,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,ADAMTSL3
726,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,DCP2
727,hsa-miR-325-3p,OSBPL7
728,hsa-miR-489-3p,XKR4
729,hsa-miR-365a-3p/hsa-miR-365b-3p,SOCS5
730,hsa-miR-223-3p,CALML4
731,hsa-miR-653-5p,LMCD1
732,hsa-miR-139-5p,PDE4A
733,hsa-miR-505-3p.1,ATP12A
734,hsa-miR-218-5p,KCNJ6
735,hsa-miR-202-5p,APPBP2
736,hsa-miR-483-3p.2,TIMELESS
737,hsa-miR-24-3p,TSPAN14
738,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,CDK19
739,hsa-miR-1298-5p,OSBPL6
740,hsa-miR-204-5p/hsa-miR-211-5p,ANKRD13A
741,hsa-miR-433-3p,MYH9
742,hsa-miR-376a-3p/hsa-miR-376b-3p,MYH9
743,hsa-miR-216b-5p,NAA50
744,hsa-miR-22-3p,TYRO3
745,hsa-miR-383-5p.1,IRS4
746,hsa-miR-203a-3p.2,NEGR1
747,hsa-miR-455-3p.2,SPRY3
748,hsa-miR-19a-3p/hsa-miR-19b-3p,PTEN
749,hsa-miR-455-5p,LDLRAD4
750,hsa-miR-496.1,ARL2BP
751,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,XYLB
752,hsa-miR-369-3p,RANBP9
753,hsa-miR-188-5p/hsa-miR-6866-3p,LAMA4
754,hsa-miR-221-3p/hsa-miR-222-3p,DKK2
755,hsa-miR-146a-5p/hsa-miR-146b-5p/hsa-miR-7153-5p,KLF7
756,hsa-miR-361-5p,GNPTG
757,hsa-miR-377-3p,TNS1
758,hsa-miR-224-5p,NFE2L3
759,hsa-miR-7-5p,IDE
760,hsa-miR-126-3p.1,SPRED1
761,hsa-miR-130a-5p/hsa-miR-23a-3p/hsa-miR-23b-3p/hsa-miR-23c,NR6A1
762,hsa-miR-6835-3p,SLC39A9
763,hsa-miR-15a-5p/hsa-miR-15b-5p/hsa-miR-16-5p/hsa-miR-195-5p/hsa-miR-424-5p/hsa-miR-497-5p/hsa-miR-6838-5p,ACVR2B
764,hsa-miR-143-3p/hsa-miR-4770/hsa-miR-6088,MSI2
765,hsa-miR-496.2,ST13
766,hsa-miR-196a-5p/hsa-miR-196b-5p,HOXC8
767,hsa-miR-3529-5p/hsa-miR-379-5p,HGF
768,hsa-miR-374c-5p/hsa-miR-655-3p,TRIB2
769,hsa-miR-219a-2-3p,ESF1
770,hsa-miR-194-5p,MAPK1
771,hsa-miR-199a-5p/hsa-miR-199b-5p,RHEB
772,hsa-miR-28-3p,WASL
773,hsa-miR-140-5p,SLC30A5
774,hsa-miR-342-3p,TRMT6
775,hsa-miR-192-5p/hsa-miR-215-5p,DICER1
776,hsa-miR-409-3p,DLD
777,hsa-miR-382-3p,ADAM7
778,hsa-miR-483-3p.1,ATXN1
779,hsa-miR-324-5p,FYTTD1
780,hsa-miR-411-5p.1,CATSPERG
781,hsa-miR-1224-5p,LBP
782,hsa-miR-150-5p,ITIH6
783,hsa-miR-378a-3p/hsa-miR-378b/hsa-miR-378c/hsa-miR-378d/hsa-miR-378e/hsa-miR-378f/hsa-miR-378h/hsa-miR-378i/hsa-miR-422a,OTUB2
784,hsa-miR-136-5p,DLG3
785,hsa-miR-151a-3p,DECR1
786,hsa-miR-873-5p.1,APPBP2
787,hsa-miR-486-5p,RNF125
788,hsa-miR-1306-5p,DMBX1
789,hsa-miR-491-5p,KDM4B
790,hsa-miR-33a-5p/hsa-miR-33b-5p,CACNA1C
791,hsa-miR-544a,PANX2
792,hsa-miR-425-5p,FBN1
793,hsa-miR-1249-3p,IQSEC1
794,hsa-miR-330-3p,HOXC8
795,hsa-miR-379-3p/hsa-miR-411-3p,CAPS
796,hsa-miR-28-5p/hsa-miR-3139/hsa-miR-708-5p,PIGV
797,hsa-miR-532-3p,PIGV
798,hsa-miR-668-3p,PDCD7
799,hsa-miR-371a-5p,AQR
800,hsa-miR-448,HOXC8
801,hsa-miR-338-3p,RASA1
802,hsa-miR-873-5p.2,CELSR3
803,hsa-miR-205-5p,HIF1AN
804,hsa-miR-326/hsa-miR-330-5p,PPP1R3F
805,hsa-miR-216a-5p,DLX2
806,hsa-miR-154-3p/hsa-miR-487a-3p,ASIC1
807,hsa-miR-149-5p,NNAT
808,hsa-miR-1193/hsa-miR-370-5p,CBX5
809,hsa-miR-214-5p,ANKRD52
810,hsa-miR-542-3p,OTUB2
811,hsa-miR-494-3p,FOXJ2
812,hsa-miR-504-5p.1,VASH1
813,hsa-miR-191-5p,BDNF
814,hsa-miR-431-5p,TBC1D12
815,hsa-miR-384,AQR
816,hsa-miR-375,ZBTB20
817,hsa-miR-376c-3p,CBLN1
818,hsa-miR-383-5p.2,RGS7BP
819,hsa-miR-217/hsa-miR-6807-3p,KPNA4
820,hsa-miR-1251-5p,HLF
821,hsa-miR-3064-5p/hsa-miR-6504-5p,HEMK1
822,hsa-miR-409-5p,ITGB4
823,hsa-miR-362-5p,ZNF688
824,hsa-miR-193a-3p/hsa-miR-193b-3p,ARHGEF12
825,hsa-miR-411-5p.2,RP2
826,hsa-miR-488-3p,ERLEC1
827,hsa-miR-296-3p,AHCY
828,hsa-miR-335-5p,CDK13
829,hsa-miR-877-5p,KLHL18
830,hsa-miR-299-3p,SP4
831,hsa-miR-154-5p,USP31
832,hsa-miR-296-5p,STX1B
833,hsa-miR-346,AGO2
834,hsa-miR-382-5p,CDK13
835,hsa-miR-153-3p,NFIA
836,hsa-miR-670-3p,UHRF1BP1
837,hsa-miR-212-5p,CALN1
838,hsa-miR-186-5p,MRPS10
839,hsa-miR-532-5p,SLC25A14
840,hsa-miR-875-5p,NUFIP2
841,hsa-miR-505-3p.2,APPBP2
842,hsa-miR-320a/hsa-miR-320b/hsa-miR-320c/hsa-miR-320d/hsa-miR-4429,PPP1R3F
843,hsa-miR-760,NGFR
844,hsa-miR-3184-5p/hsa-miR-423-5p,NGFR
845,hsa-miR-1197,TUBB1
846,hsa-miR-485-3p/hsa-miR-539-3p,BOD1L1
847,hsa-miR-339-5p,PDZD4
848,hsa-miR-665,RELT
849,hsa-miR-451a,S1PR2
850,hsa-miR-187-3p,RIMKLB
851,hsa-miR-328-3p,SLC7A6
852,hsa-miR-493-3p,ST13
853,hsa-miR-412-5p,FICD
854,hsa-miR-134-5p/hsa-miR-3118,PDCD7
855,hsa-miR-147b,RAP2B
856,hsa-miR-503-5p,CCND2
857,hsa-miR-485-5p/hsa-miR-6884-5p,REEP1
858,hsa-miR-874-3p,KCNQ1
859,hsa-miR-329-3p/hsa-miR-362-3p,C16orf70
860,hsa-miR-652-3p,KCNN3
861,hsa-miR-133a-3p.1,FOSL2
862,hsa-miR-450a-5p,DUSP10
863,hsa-miR-487b-3p,KAT6B
864,hsa-miR-331-3p,NTN1
865,hsa-miR-184,SLC25A22
866,hsa-miR-615-3p,MEF2A
867,hsa-miR-210-3p,ELFN2
868,hsa-miR-126-3p.2,AKT2
869,hsa-miR-127-3p,LAS1L
870,hsa-miR-758-3p,CBX5
871,hsa-miR-423-3p,KCTD2
872,hsa-miR-744-5p,LRP3
873,hsa-miR-490-3p,UBA2
874,hsa-miR-151a-5p/hsa-miR-151b,SOX12
875,hsa-miR-551a/hsa-miR-551b-3p,HEYL
876,hsa-miR-185-5p/hsa-miR-4306/hsa-miR-4644,JOSD1
877,hsa-miR-193a-5p,BCL7C
878,hsa-miR-182-5p,LPP
879,hsa-miR-101-3p.2,TET2
880,hsa-miR-130a-3p/hsa-miR-130b-3p/hsa-miR-301a-3p/hsa-miR-301b-3p/hsa-miR-3666/hsa-miR-4295/hsa-miR-454-3p,KLF7
881,hsa-miR-9-5p,POU6F2
882,hsa-miR-1271-5p/hsa-miR-96-5p,SPIN1
883,hsa-miR-493-5p,TRAM2
884,hsa-miR-499a-5p,PDCD4
885,hsa-miR-208a-3p/hsa-miR-208b-3p,REEP1
886,hsa-miR-128-3p/hsa-miR-216a-3p/hsa-miR-3681-3p,ONECUT2
887,hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-17-5p/hsa-miR-20a-5p/hsa-miR-20b-5p/hsa-miR-519d-3p/hsa-miR-526b-3p/hsa-miR-93-5p,ANKRD52
888,hsa-miR-340-5p,BAIAP2L1
889,hsa-miR-142-3p.2,KIAA1468
890,hsa-miR-144-3p,CASK
891,hsa-miR-27a-3p/hsa-miR-27b-3p,HIVEP3
892,hsa-miR-145-5p/hsa-miR-5195-3p,ZBTB20
893,hsa-miR-101-3p.1,ELL
894,hsa-miR-141-3p/hsa-miR-200a-3p,MSANTD4
895,hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p/hsa-miR-30e-5p,STOX2
896,hsa-miR-124-3p.1,CTDSP1
897,hsa-miR-181a-5p/hsa-miR-181b-5p/hsa-miR-181c-5p/hsa-miR-181d-5p/hsa-miR-4262,TRIM71
898,hsa-miR-300/hsa-miR-381-3p,GNA11
899,hsa-miR-133a-3p.2/hsa-miR-133b,SLC6A6
900,hsa-miR-129-5p,CDK6
901,hsa-miR-140-3p.1,ZNF704
902,hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7c-5p/hsa-let-7d-5p/hsa-let-7e-5p/hsa-let-7f-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-miR-4458/hsa-miR-4500/hsa-miR-98-5p,PIAS4
903,hsa-miR-302a-3p/hsa-miR-302b-3p/hsa-miR-302c-3p.1/hsa-miR-302d-3p/hsa-miR-302e/hsa-miR-372-3p/hsa-miR-373-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520c-3p/hsa-miR-520d-3p/hsa-miR-520e,NFIA
904,hsa-miR-183-5p.2,ST8SIA4
905,hsa-miR-323a-3p,OTUD5
906,hsa-miR-31-5p,NR5A2
907,hsa-miR-129-1-3p/hsa-miR-129-2-3p,ANKRD52
908,hsa-miR-1-3p/hsa-miR-206/hsa-miR-613,UST
909,hsa-miR-3167/hsa-miR-876-5p,MICALL1
910,hsa-miR-183-5p.1,SPRY3
911,hsa-miR-135a-5p/hsa-miR-135b-5p,CPLX1
912,hsa-miR-124-3p.2/hsa-miR-506-3p,OSBPL3
913,hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a/hsa-miR-449b-5p,SYT1
914,hsa-miR-142-5p/hsa-miR-5590-3p,PTPN4
915,hsa-miR-802,SOCS5
916,hsa-miR-421,SLC25A3
917,hsa-miR-103a-3p/hsa-miR-107,ZNRF2
918,hsa-miR-25-3p/hsa-miR-32-5p/hsa-miR-363-3p/hsa-miR-367-3p/hsa-miR-92a-3p/hsa-miR-92b-3p,LHFPL2
919,hsa-miR-582-5p,SUPT16H
920,hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p,COL1A1
921,hsa-miR-495-3p/hsa-miR-5688,HOXC8
922,hsa-miR-138-5p,THRB
923,hsa-miR-299-5p,DLG3
924,hsa-miR-219a-5p/hsa-miR-4782-3p/hsa-miR-6766-3p,NR2C2
925,hsa-miR-137,KLF12
926,hsa-miR-203a-3p.1,ZBTB20
927,hsa-miR-190a-5p/hsa-miR-190b,ZNF652
928,hsa-miR-21-5p/hsa-miR-590-5p,TIMP3
929,hsa-miR-155-5p,ZNF652
930,hsa-miR-501-3p/hsa-miR-502-3p,GNPTG
931,hsa-miR-455-3p.1,BRWD1
932,hsa-miR-10a-5p/hsa-miR-10b-5p,RORA
933,hsa-miR-1297/hsa-miR-26a-5p/hsa-miR-26b-5p/hsa-miR-4465,CASZ1
934,hsa-miR-410-3p,PPP1R3F
935,hsa-miR-543,SENP1
936,hsa-miR-302c-3p.2/hsa-miR-520f-3p,KCNB1
937,hsa-miR-122-5p,MIPOL1
938,hsa-miR-142-3p.1,TAGAP
939,hsa-miR-125a-5p/hsa-miR-125b-5p/hsa-miR-4319,NECAB3
940,hsa-miR-140-3p.2,KAT7
941,hsa-miR-374a-5p/hsa-miR-374b-5p,RANBP9
942,hsa-miR-132-3p/hsa-miR-212-3p,KLF7
943,hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p,FZD5
944,hsa-miR-199a-3p/hsa-miR-199b-3p/hsa-miR-3129-5p,ITGB8
945,hsa-miR-148a-3p/hsa-miR-148b-3p/hsa-miR-152-3p,ROCK1
946,hsa-miR-325-3p,PGLYRP1
947,hsa-miR-489-3p,SIM1
948,hsa-miR-365a-3p/hsa-miR-365b-3p,HHIP
949,hsa-miR-223-3p,TRPV2
950,hsa-miR-653-5p,TNS1
951,hsa-miR-139-5p,ZEB1
952,hsa-miR-505-3p.1,SP4
953,hsa-miR-218-5p,MDGA1
954,hsa-miR-202-5p,ACTN1
955,hsa-miR-483-3p.2,NEK9
956,hsa-miR-24-3p,IFFO2
957,hsa-miR-18a-5p/hsa-miR-18b-5p/hsa-miR-4735-3p,TMEM2
958,hsa-miR-1298-5p,TBX15
959,hsa-miR-204-5p/hsa-miR-211-5p,SOX11
960,hsa-miR-433-3p,BRMS1L
961,hsa-miR-376a-3p/hsa-miR-376b-3p,MACROD2
962,hsa-miR-216b-5p,MICALCL
963,hsa-miR-22-3p,TRPM7
964,hsa-miR-383-5p.1,TRIM44
965,hsa-miR-203a-3p.2,AFF4
966,hsa-miR-455-3p.2,NSUN3
967,hsa-miR-19a-3p/hsa-miR-19b-3p,ZBTB20
968,hsa-miR-455-5p,RAB18
969,hsa-miR-496.1,DCTN6
970,hsa-miR-452-5p/hsa-miR-4676-3p/hsa-miR-892c-3p,MAPK1
971,hsa-miR-369-3p,PPP1R3F
